method,n_sim,time,n_sim_raw,time_raw,epsilon,kl_sigma2,score_joint,kl_sigma2_true_vs_abc,kl_mu_avg,w2_sigma2,w2_mu_avg,sw2_joint,K,K_outliers,include_osum,seed
ABC-Vanilla,1000.0,0.010781867742538451,1000000.0,10.781867742538452,17.26362545334467,23.978223879367015,21609.575882680027,27.631021114658825,7.882840529634194,10.022030442212378,13.139255570487709,13.720633455575069,20,0,False,42
ABC-Vanilla,2154.4346900318833,0.02322882988786059,464158.8833612779,5.004499691925631,10.111077634669925,23.9140848245573,21396.854592274605,27.631021114550805,7.655845138558796,9.972756359056689,13.158674408956756,13.747655287220613,20,0,False,42
ABC-Vanilla,4641.588833612778,0.05004499691925629,215443.4690031884,2.32288298878606,9.15248147892912,23.92951900607921,21481.673105276335,27.631021114673985,7.601984676611596,9.990115391867784,13.141787549641041,13.742469593791242,20,0,False,42
ABC-Vanilla,10000.0,0.10781867742538452,100000.0,1.0781867742538453,8.486368997716532,23.96993625408495,21211.34989756569,27.63102111455499,7.653910136842055,9.998254311962318,13.05647686060214,13.64088381590599,20,0,False,42
ABC-Vanilla,21544.346900318837,0.23228829887860594,46415.88833612779,0.500449969192563,7.955516808834442,23.907525033665042,21788.027560263552,27.6310211145094,7.599753637430689,9.991634759347969,13.116594321733833,13.681722766309603,20,0,False,42
ABC-Vanilla,46415.88833612777,0.5004499691925628,21544.346900318847,0.23228829887860605,7.508726197192471,23.962061729768987,22187.71428261891,27.631021114634787,7.584443872520977,10.034437847572043,13.140041435772352,13.761354961172048,20,0,False,42
ABC-Vanilla,100000.0,1.0781867742538451,10000.0,0.10781867742538452,7.117504270239676,23.94151825794561,21587.38064601503,27.631021114532725,7.912605600313046,10.00770011720529,13.10226278060917,13.694906657766722,20,0,False,42
ABC-Vanilla,215443.4690031882,2.322882988786058,4641.588833612783,0.05004499691925634,6.76959890197657,23.935424826200702,21657.00835882867,27.63102111455193,7.515578339878803,9.986950311153707,13.162287642160475,13.748829818980706,20,0,False,42
ABC-Vanilla,464158.8833612778,5.004499691925629,2154.434690031884,0.0232288298878606,6.445911679896925,23.93891243532474,21160.132848689038,27.63102111459462,7.66004205608935,10.001648492244685,13.074253475899516,13.63821419511424,20,0,False,42
ABC-Vanilla,1000000.0,10.781867742538452,1000.0,0.010781867742538453,6.1534959961716,23.952378961684246,21533.34519106719,27.631021114613876,7.62114207401311,10.013793048255515,13.093813036090221,13.655925880005505,20,0,False,42
permABC-Vanilla,1000.0,0.028644006967544555,1000000.0,28.644006967544556,10.30776293581653,23.92291042244334,2995.5679259447525,27.631021114592652,6.578182156666894,10.016703146757038,4.37249230699664,4.959892574856948,20,0,False,42
permABC-Vanilla,2154.4346900318833,0.06171164227239296,464158.8833612779,13.295370289048146,3.176998077233813,23.906214646945287,1646.7569092110243,27.631021114548144,3.51323735509825,10.014988186863505,2.646714115746442,3.659633927526523,20,0,False,42
permABC-Vanilla,4641.588833612778,0.13295370289048142,215443.4690031884,6.171164227239298,2.492686209964091,23.97787316225685,1238.861365529291,27.63102111463968,2.1978589590484816,10.05177402382154,1.9541864589877427,3.194868757720942,20,0,False,42
permABC-Vanilla,10000.0,0.28644006967544555,100000.0,2.8644006967544557,2.1046105386441423,24.01373818016344,1014.6677845353925,27.631021114641037,1.5610349568338875,10.050695093680556,1.5526082318242471,2.9079873456556187,20,0,False,42
permABC-Vanilla,21544.346900318837,0.6171164227239296,46415.88833612779,1.3295370289048147,1.8403856692343574,24.03181175812339,883.0746369177017,27.63102111468602,1.1807067605089654,10.071338319833869,1.2938752426591549,2.750259388988983,20,0,False,42
permABC-Vanilla,46415.88833612777,1.3295370289048138,21544.346900318847,0.61711642272393,1.643307468933227,23.975487636521244,790.7111769847298,27.63102111461703,0.8771636226918048,10.051315454904952,1.1113895426108589,2.6322742146463627,20,0,False,42
permABC-Vanilla,100000.0,2.8644006967544553,10000.0,0.28644006967544555,1.4882218525713082,24.00801369091463,727.830671620584,27.631021114642532,0.6542025132888581,10.102196402057396,0.9625775352338035,2.57738494734147,20,0,False,42
permABC-Vanilla,215443.4690031882,6.1711642272392915,4641.588833612783,0.13295370289048156,1.3652552253503911,24.034277865181778,675.7143484624488,27.631021114706957,0.49828853038182325,10.108526286208122,0.8392292635782923,2.5223968295884487,20,0,False,42
permABC-Vanilla,464158.8833612778,13.295370289048142,2154.434690031884,0.06171164227239299,1.2604247922901053,24.058853371879934,637.3419300896044,27.63102111466566,0.3776165182835086,10.147933381924716,0.7424805508880221,2.5023239895526683,20,0,False,42
permABC-Vanilla,1000000.0,28.644006967544556,1000.0,0.028644006967544555,1.176170634922235,24.092484397980364,601.1664357267674,27.631021114750197,0.29364193117584475,10.15077458302598,0.653961150289024,2.474128395460668,20,0,False,42
ABC-SMC,950.0,0.03901330232620239,19000.0,0.7802660465240479,12.497827912219863,23.917270293649388,21210.22166337123,27.63102111453098,7.661495769980311,10.008436576393189,12.931493736738574,13.529044813801292,20,0,False,42
ABC-SMC,1852.0,0.06072214841842651,37040.0,1.2144429683685303,12.038161847013864,23.916160715030628,20724.163325264202,27.631021114530366,7.69733515544751,10.006744530107644,12.778894307973566,13.364960834083607,20,0,False,42
ABC-SMC,2708.0,0.081149423122406,54160.0,1.6229884624481201,11.723887585949827,23.917844230820013,20500.749816694417,27.631021114550492,7.683483613013584,10.015707720619481,12.642378733731883,13.224117289639965,20,0,False,42
ABC-SMC,3521.0,0.10185806751251221,70420.0,2.037161350250244,11.396574588557687,23.924351539920536,20050.701902452784,27.631021114570842,7.7037956698867,10.013103261395987,12.529974749477557,13.089417017776347,20,0,False,42
ABC-SMC,4293.0,0.1228796362876892,85860.0,2.457592725753784,11.244887284243552,23.92116499648113,19771.760019096844,27.631021114591395,7.687107186681172,10.013850163881965,12.422819827598508,12.979766699465284,20,0,False,42
ABC-SMC,5026.0,0.14488425254821777,100520.0,2.8976850509643555,11.102036847226353,23.917775495096915,19443.404166051056,27.631021114590784,7.709171205432403,10.01037069079984,12.32338141229594,12.868414478017703,20,0,False,42
ABC-SMC,5722.0,0.1649107575416565,114440.0,3.29821515083313,10.952072514048895,23.92235453623139,19115.906971645578,27.631021114590766,7.7170439464584915,10.0100256794544,12.219430494437585,12.762042345810812,20,0,False,42
ABC-SMC,6383.0,0.18659586906433107,127660.0,3.731917381286621,10.836053109015833,23.917264792713794,18824.598799391206,27.63102111459006,7.695555844446093,10.004323165499247,12.12375007470349,12.672157644977275,20,0,False,42
ABC-SMC,7011.0,0.2079278349876404,140220.0,4.158556699752808,10.740390973617457,23.908704688139274,18487.00817726664,27.631021114589018,7.681853170079191,9.993957107083503,12.032933919069404,12.576308754939465,20,0,False,42
ABC-SMC,7607.0,0.22815550565719603,152140.0,4.563110113143921,10.632037238643315,23.91370499165353,18297.212855271235,27.631021114630602,7.7017016328065235,9.999140659563121,11.949141648159689,12.487623274783637,20,0,False,42
ABC-SMC,8173.0,0.24951894283294676,163460.0,4.9903788566589355,10.505737922283014,23.91570714537863,18194.82127703966,27.63102111463027,7.696951272463098,10.006457071286885,11.868865119066681,12.40980383138136,20,0,False,42
ABC-SMC,8710.0,0.26987905502319337,174200.0,5.397581100463867,10.408925868211266,23.923233094259928,17965.768453183773,27.63102111465163,7.640938637473056,10.006869912945675,11.78757689620176,12.319871912485144,20,0,False,42
ABC-SMC,9220.0,0.2891566038131714,184400.0,5.783132076263428,10.32806437210884,23.926572409330895,17733.159771243067,27.631021114651993,7.595359467002457,10.00905780404152,11.70374628294499,12.235160856845983,20,0,False,42
ABC-SMC,21028.806584362144,0.6199184268590355,204400.0,6.025607109069824,10.229825542604058,23.922517312494463,17415.168973096836,27.631021114652018,7.557348250081415,9.99755675975954,11.635058400729637,12.150511222830733,20,0,False,42
ABC-SMC,22938.39835728953,0.6602791055761568,223420.0,6.431118488311768,10.155579602629851,23.93696529634216,17171.38879951526,27.631021114673477,7.48007131038634,9.995195108332329,11.565641245755367,12.068658282827332,20,0,False,42
