method,n_sim,time,n_sim_raw,time_raw,epsilon,kl_sigma2,score_joint,kl_sigma2_true_vs_abc,kl_mu_avg,w2_sigma2,w2_mu_avg,sw2_joint,M0,K,K_outliers,include_osum,seed
ABC-Vanilla,1000.0,0.011022047281265258,20000.0,0.011022047281265258,18.335131734341513,23.949854472109138,26696.79686130732,27.631021114594517,7.806106505150825,10.013889309171933,14.103649864309773,15.587100156848686,,20,4,True,43
ABC-Vanilla,2154.4346900318833,0.02374628101792948,43088.693800637666,0.02374628101792948,11.298286157059264,23.971180301076807,27214.2262739339,27.631021114595345,8.373282558355053,10.03741121852311,14.197058951777592,15.665949007205652,,20,4,True,43
ABC-Vanilla,4641.588833612778,0.0511598115842729,92831.77667225557,0.0511598115842729,10.311056139731123,23.91142156111136,27028.070707148654,27.631021114531876,7.813285099751956,10.011206465195155,14.174095656117549,15.630738248791646,,20,4,True,43
ABC-Vanilla,10000.0,0.11022047281265258,200000.0,0.11022047281265258,9.622464140210381,23.982273923674956,26286.866333301197,27.63102111459788,8.209156528548151,10.015910426247961,14.135402568670063,15.542525686529167,,20,4,True,43
ABC-Vanilla,21544.346900318837,0.23746281017929483,430886.93800637673,0.23746281017929483,9.069141755412245,23.93644432770318,27463.37581865508,27.63102111453197,8.059726384470087,10.045381484097938,14.073652981235387,15.53928141415495,,20,4,True,43
ABC-Vanilla,46415.88833612777,0.5115981158427289,928317.7667225554,0.5115981158427289,8.602123388037034,23.934973631897606,26829.347128368434,27.63102111455481,7.896995857475785,10.009589039927453,14.157513859867587,15.59504998093151,,20,4,True,43
ABC-Vanilla,100000.0,1.1022047281265257,2000000.0,1.1022047281265257,8.194915784033284,23.936439774386123,26953.154369735516,27.63102111457322,7.889261543163007,10.034419331326887,14.116852302780675,15.486496043271726,,20,4,True,43
ABC-Vanilla,215443.4690031882,2.3746281017929465,4308869.380063764,2.3746281017929465,7.818268834049187,23.922114491996584,27229.540229834245,27.631021114612206,7.945112008448936,10.024066759510049,14.194622429983784,15.643709331958549,,20,4,True,43
ABC-Vanilla,464158.8833612778,5.1159811584272905,9283177.667225556,5.1159811584272905,7.479019979819497,23.915865641323876,27326.576206242768,27.631021114590958,8.053864982291405,10.009849336138986,14.279169415626052,15.68632038454,,20,4,True,43
ABC-Vanilla,1000000.0,11.022047281265259,20000000.0,11.022047281265259,7.177861400505814,23.887190001474234,26720.237457047155,6.907755277624086,8.141276992279515,9.99102505171118,14.222722184215192,15.621142175134665,,20,4,True,43
permABC-Vanilla,1000.0,0.029817184448242186,20000.0,0.029817184448242186,8.990898058894205,23.961888813795106,3263.1915207686898,27.63102111459533,5.108376731666894,9.990264478814476,3.9762610350584717,5.329919235928829,,20,4,True,43
permABC-Vanilla,2154.4346900318833,0.06423917653437215,43088.693800637666,0.06423917653437215,3.6735170865601847,23.899333093059788,2328.376209335582,27.631021114529794,3.7654233462944804,10.02405850879172,2.952040253333837,4.404671866558259,,20,4,True,43
permABC-Vanilla,4641.588833612778,0.13839911038473351,92831.77667225557,0.13839911038473351,3.138121762420789,23.97032805664339,1895.2742882100447,27.63102111459579,3.3181942961458963,10.04247428817089,2.5718451386038854,4.003432971330676,,20,4,True,43
permABC-Vanilla,10000.0,0.2981718444824219,200000.0,0.2981718444824219,2.781937070749572,23.967565726622215,1587.065334735064,27.631021114656424,2.906008088791579,10.041653341187102,2.252463263455152,3.686267488682146,,20,4,True,43
permABC-Vanilla,21544.346900318837,0.6423917653437216,430886.93800637673,0.6423917653437216,2.5102932902780255,23.974615760458185,1354.3805900792036,27.631021114596663,2.4734286030255883,10.02053261259184,1.9860354898982067,3.4151146808655564,,20,4,True,43
permABC-Vanilla,46415.88833612777,1.383991103847335,928317.7667225554,1.383991103847335,2.2837227743347617,23.964507972024407,1198.414864867122,27.63102111459529,2.149750317118266,10.035652828660963,1.7707996948554008,3.2111885118656325,,20,4,True,43
permABC-Vanilla,100000.0,2.9817184448242187,2000000.0,2.9817184448242187,2.088976398997498,24.031658480935484,1079.856236408259,27.631021114664694,1.8043644622141783,10.079519947614218,1.584459567802203,3.0572720024865148,,20,4,True,43
permABC-Vanilla,215443.4690031882,6.42391765343721,4308869.380063764,6.42391765343721,1.92195078863611,24.00397556572682,991.7004949983407,27.63102111463981,1.4918440950430358,10.108271308667014,1.4263529946591742,2.922187265023279,,20,4,True,43
permABC-Vanilla,464158.8833612778,13.839911038473353,9283177.667225556,13.839911038473353,1.7785854153527336,24.04428958255629,898.9905011955509,27.631021114706616,1.2248669058352075,10.11889433533183,1.280093750912676,2.8124755985990713,,20,4,True,43
permABC-Vanilla,1000000.0,29.817184448242188,20000000.0,29.817184448242188,1.6465561328107614,24.015781019800066,824.2878891084499,27.631021114703586,0.9722029643011745,10.107677515500404,1.1455398905978271,2.7099246404603323,,20,4,True,43
ABC-SMC,950.0,0.7003147602081299,19000.0,0.7003147602081299,13.772053383659603,23.954371661482902,25954.4376245063,27.63102111463762,8.290976770990675,10.02588388358674,13.898519842616054,15.313231220736656,,20,4,True,43
ABC-SMC,1852.0,1.0110516548156738,37040.0,1.0110516548156738,13.322419890705328,23.950747568469758,25430.555257242,27.631021114636827,8.231030049323564,10.026284259116794,13.73759782098291,15.12639810346682,,20,4,True,43
ABC-SMC,2708.0,1.319249153137207,54160.0,1.319249153137207,12.944741043829117,23.949785586360633,25028.368202943693,27.631021114636223,8.240941801732605,10.029419868805524,13.598402048039741,14.98364095088363,,20,4,True,43
ABC-SMC,3521.0,1.6242446899414062,70420.0,1.6242446899414062,12.656859989117166,23.945398762462712,24571.72087303147,27.631021114635463,8.269909209826569,10.02676482945829,13.482110554986912,14.851765900434607,,20,4,True,43
ABC-SMC,4293.0,1.9727375507354736,85860.0,1.9727375507354736,12.451317619508359,23.954787455300433,24239.540382642837,27.631021114636496,8.263804231430512,10.034222166954377,13.372833634389133,14.730194814475153,,20,4,True,43
ABC-SMC,5026.0,2.3165054321289062,100520.0,2.3165054321289062,12.308280499857448,23.960800907848814,23524.511603719307,27.6310211146571,8.236286481378334,10.023970703125176,13.275573922300476,14.607084913084469,,20,4,True,43
ABC-SMC,5722.0,2.636671304702759,114440.0,2.636671304702759,12.107014683116308,23.95433471045204,23153.15415447056,27.63102111465626,8.245925188782383,10.019022625551289,13.183334510556737,14.492716531477454,,20,4,True,43
ABC-SMC,6383.0,2.949387311935425,127660.0,2.949387311935425,11.972749134133911,23.94957206224324,22807.400578409688,27.631021114676305,8.275087275608907,10.015008204543289,13.093468432922663,14.407796106786481,,20,4,True,43
ABC-SMC,7011.0,3.2860705852508545,140220.0,3.2860705852508545,11.833683318569712,23.948441405864898,22577.744229839478,27.63102111467612,8.280584973129569,10.017241791818702,13.004233088595987,14.308582647116038,,20,4,True,43
ABC-SMC,7607.0,3.619785785675049,152140.0,3.619785785675049,11.731155075174904,23.953972811558536,22315.699600913435,27.631021114697525,8.285609841429359,10.020230855120703,12.919389239732169,14.193157689588874,,20,4,True,43
ABC-SMC,8173.0,3.9419009685516353,163460.0,3.9419009685516357,11.6152519389305,23.966355399137214,22122.078326279225,27.631021114718752,8.304671128002477,10.02766548244815,12.83664771128233,14.096378805869687,,20,4,True,43
ABC-SMC,8710.0,4.169230222702026,174200.0,4.169230222702026,11.511693730639983,23.96946943810979,21962.82554229488,27.6310211147394,8.291250489747753,10.030091070613567,12.756211159148501,13.996728082723376,,20,4,True,43
ABC-SMC,9220.0,4.453569412231445,184400.0,4.453569412231445,11.405186984058005,23.96880440216789,21566.241179532255,27.6310211147391,8.302184576034472,10.023399566527615,12.672553766556018,13.895824270701347,,20,4,True,43
ABC-SMC,21115.702479338845,11.574440258593597,204400.0,5.602029085159302,11.328698335078686,23.960717636280698,21400.040762912835,27.631021114739234,8.27791974951045,10.016879263218483,12.596420836096062,13.788797376314461,,20,4,True,43
ABC-SMC,22891.393442622953,11.99503267397646,223420.0,5.853575944900513,11.242205937545977,23.960163001595525,21213.984982226048,27.631021114738946,8.34882728750399,10.016486816572014,12.520533806629455,13.707004695594595,,20,4,True,43
ABC-SMC,24640.81632653061,12.531966579203702,241480.0,6.1406636238098145,11.169937735391255,23.95069574346561,21033.790348464187,27.631021114738125,8.37596328116928,10.013952914028645,12.45134913133457,13.616841269879991,,20,4,True,43
ABC-SMC,26336.048879837068,13.160133556047429,258620.0,6.461625576019287,11.060492289501163,23.95978681522161,21087.24516284903,27.6310211147594,8.340654913966137,10.027863084897136,12.385069469828895,13.536920687886198,,20,4,True,43
ABC-SMC,27880.32454361055,13.713696423698874,274900.0,6.760852336883545,10.985754618509212,23.963044364905365,20616.188859572605,27.63102111478042,8.344522449359113,10.012953696895133,12.327146035034684,13.456219724760416,,20,4,True,43
ABC-SMC,29270.16129032258,14.230141716618691,290360.0,7.058150291442871,10.877797371431985,23.960893454477514,20374.663208203907,27.631021114780243,8.32716864234811,10.007361011349806,12.264542305151513,13.385252405872698,,20,4,True,43
ABC-SMC,30628.5140562249,14.75846623799887,305060.0,7.3497161865234375,10.80518815192972,23.95808281556181,20208.50112099994,27.631021114779898,8.368722244811295,10.006241951955962,12.209400729476105,13.32895040503389,,20,4,True,43
ABC-SMC,32030.12048192771,15.370035267259222,319020.0,7.654277563095093,10.756237105898954,23.96023086053462,20125.74057097049,27.63102111478026,8.415767600207516,10.009067889547946,12.15809540055927,13.263355999009281,,20,4,True,43
ABC-SMC,33230.0,15.947669982910158,332300.0,7.973834991455078,10.678355625730527,23.960963722869863,19837.259696490346,27.631021114801303,8.481538602916405,10.001986456251077,12.101268529305198,13.212694675461549,,20,4,True,43
ABC-SMC,34421.157684630736,16.61970087154183,344900.0,8.326470136642456,10.605066240613233,23.96623992936984,19628.442893361866,27.631021114801214,8.505151517909969,10.005420346089494,12.03608628737194,13.148713841690393,,20,4,True,43
ABC-SMC,35402.77777777778,17.241643061713567,356860.0,8.689788103103638,10.572203103022622,23.972197607277437,19175.129528800717,27.631021114822467,8.49228373681814,9.99522466705139,11.98427758152097,13.08726948788475,,20,4,True,43
ABC-SMC,36385.37549407115,17.751232908648465,368220.0,8.982123851776123,10.521177940149311,23.990308094678415,18835.4371723367,27.631021114823803,8.417604100307052,10.003585664950233,11.911722136699591,13.03606427687673,,20,4,True,43
ABC-SMC,37378.69822485207,18.14291133918236,379020.0,9.198456048965454,10.46215631304207,23.999612716148437,18848.735088799163,27.63102111482398,8.601356455884659,10.018719901999114,11.854226302274851,12.99141375138915,,20,4,True,43
ABC-SMC,38314.96062992126,18.559355904736858,389280.0,9.428152799606323,10.379283895178387,24.012789290241738,18408.41493228647,27.631021114824364,8.640817209498012,10.006590944790746,11.79364558904558,12.930509960469083,,20,4,True,43
ABC-SMC,79626.45914396887,36.82560308434156,409280.0,9.464179992675781,10.342940920517744,24.022732201284068,18228.36583427348,27.631021114784073,8.598371845814292,10.002509263359496,11.742857637972296,12.891482729247388,,20,4,True,43
ABC-SMC,83003.87596899224,36.805816399034605,428300.0,9.495900630950928,10.296807802233198,24.009850903369575,17859.18048264316,27.63102111478314,8.647925032125373,9.984563179373284,11.684867580423193,12.82599424984997,,20,4,True,43
ABC-SMC,85846.15384615384,37.381715040940506,446400.0,9.719245910644531,10.245684560314526,24.022704865223783,17708.718096388846,27.6310211148051,8.60046413448647,9.9863231173927,11.637993267416586,12.764953233754282,,20,4,True,43
ABC-SMC,88469.46564885497,38.14574325357685,463580.0,9.994184732437134,10.195649073322427,24.040028767393053,17756.74000414402,27.63102111482669,8.577843061804462,9.999461745482689,11.579974944914563,12.70039678008575,,20,4,True,43
ABC-SMC,90206.76691729324,38.958514543404256,479900.0,10.362964868545532,10.136614961943417,24.024908855192372,17721.865309975372,27.631021114825735,8.554168390316262,10.000061285984494,11.531949874886998,12.638939989255219,,20,4,True,43
ABC-SMC,92771.53558052435,40.33120294635215,495400.0,10.768431186676025,10.070912963831882,24.037468083626152,17708.621706291873,27.631021114847666,8.57125181072911,10.008059769921333,11.492983944863791,12.582222028225072,,20,4,True,43
ABC-SMC,95171.64179104478,41.65597993936112,510120.0,11.16380262374878,10.018193702496655,24.052726089342798,17367.164856997137,27.631021114869494,8.500113597618974,9.998857583523483,11.430878664978348,12.532324906364519,,20,4,True,43
ABC-SMC,97055.55555555556,42.746594217088486,524100.0,11.541580438613892,9.963491547918398,24.05775464243471,17282.15704737109,27.63102111489085,8.38685142739989,9.997175787978968,11.396122565177215,12.473988810984427,,20,4,True,43
ABC-SMC,99514.81481481482,42.90310453485559,537380.0,11.58383822441101,9.928669867627294,24.07297153452223,17067.22058572311,27.631021114891517,8.386291858636543,9.996171119629865,11.343521085951842,12.41306387439188,,20,4,True,43
ABC-SMC,100361.31386861314,42.40469253846329,549980.0,11.61888575553894,9.874512375105386,24.073137910813188,16940.124268914697,27.631021114891556,8.393602156660915,9.99988972266031,11.280200350689706,12.346302803186674,,20,4,True,43
ABC-SMC,101811.59420289854,43.28941694204358,562000.0,11.947879076004028,9.841151806119248,24.07459035249628,16948.323951461163,27.631021114891425,8.44552877997845,10.014789707883832,11.234303349969725,12.307447991397636,,20,4,True,43
ABC-SMC,103133.09352517987,44.410896815842,573420.0,12.346229314804077,9.78404564808893,24.072982519426475,16696.91952131876,27.6310211148913,8.3965594598676,10.003703117484086,11.184435093214192,12.258238494678107,,20,4,True,43
ABC-SMC,104335.71428571429,45.54563505308969,584280.0,12.752777814865112,9.72584764562699,24.085525454366568,16718.661162778262,27.631021114891496,8.34902155562619,10.011042842925804,11.137634970234144,12.209908330297415,,20,4,True,43
ABC-SMC,105797.15302491102,46.61920147010016,594580.0,13.099995613098145,9.704940844776205,24.104933878747133,16702.248828727454,27.631021114893606,8.365516484375927,10.012938177953007,11.091472017201516,12.160574399481773,,20,4,True,43
ABC-SMC,203503.31125827815,87.01977192960827,614580.0,13.13998556137085,9.674166426351698,24.11980040904274,16762.499481477116,27.631021114874873,8.321776885884265,10.041861621574323,11.034378371739159,12.094783266071477,,20,4,True,43
ABC-SMC,208434.2105263158,88.98804689708508,633640.0,13.526183128356934,9.646315334655391,24.115730095032372,16656.659872495846,27.63102111487446,8.287917335291858,10.039202455620012,11.006216374047375,12.049137287632467,,20,4,True,43
ABC-SMC,213019.60784313726,90.86833436504688,651840.0,13.902855157852173,9.606396352846149,24.15198468064493,16840.447123290003,27.631021114918543,8.307278785471942,10.06900113259103,10.950415326722945,11.996095503121575,,20,4,True,43
ABC-SMC,214467.94871794872,91.55735908410487,669140.0,14.282948017120361,9.503380187549709,24.14785153384085,16732.96323232065,27.631021114918095,8.305022127522827,10.063296480080293,10.886487558939933,11.934968580721662,,20,4,True,43
ABC-SMC,218356.68789808918,93.2360530658892,685640.0,14.638060331344604,9.465861481611501,24.176978636827357,16659.189015072894,27.631021114941955,8.289289481228996,10.063811989939232,10.85722982832554,11.868992245207368,,20,4,True,43
ABC-SMC,223356.68789808918,95.52270136061748,701340.0,14.997064113616943,9.434526903784905,24.163157830705188,16523.49199586057,27.63102111494116,8.3386377935303,10.053675061024329,10.829830476001977,11.798314811922593,,20,4,True,43
ABC-SMC,226702.53164556963,97.0043230660354,716380.0,15.326683044433594,9.391113824770706,24.1774794470107,16616.509492710644,27.631021114963456,8.37489136787266,10.087644578557763,10.815490172818716,11.76453024196046,,20,4,True,43
ABC-SMC,226931.67701863355,97.16670409492824,730720.0,15.643839359283447,9.373534271001844,24.18677206652437,16437.206836497095,27.631021114963595,8.49130721877182,10.085763333097582,10.786653576107337,11.765228892671209,,20,4,True,43
ABC-SMC,229759.25925925927,98.84825753576962,744420.0,16.013417720794678,9.351475908581937,24.209622145660163,16055.991359281707,27.63102111498596,8.494284528655847,10.071222604282008,10.75639310562437,11.716326628261449,,20,4,True,43
ABC-SMC,232337.42331288342,100.5973567260555,757420.0,16.397369146347046,9.313992336737245,24.238793121691653,15600.328292724036,27.63102111500866,8.508471784282873,10.047127023151322,10.711115739612435,11.681174933561906,,20,4,True,43
ABC-SMC,234682.92682926828,102.00082965013458,769760.0,16.72813606262207,9.284705069755788,24.254666720632997,15230.592252284276,27.631021115030386,8.549907554618285,10.027493524756355,10.675606716031782,11.62234135469466,,20,4,True,43
ABC-SMC,234029.9401197605,102.0638071848247,781660.0,17.044655799865723,9.261929631921587,24.299597821133215,15327.747739492876,27.631021115054427,8.540657788722354,10.049699400327949,10.634975465292857,11.58173326344239,,20,4,True,43
ABC-SMC,236035.7142857143,101.58665265355792,793080.0,17.06655764579773,9.241488477266245,24.299017795575256,15229.056663244464,27.63102111505421,8.566998216937302,10.042354667948812,10.592382583098026,11.540457986417922,,20,4,True,43
ABC-SMC,237863.9053254438,102.37403452043704,803980.0,17.301211833953857,9.18778034442043,24.332235139869027,15166.775297966695,27.631021115055983,8.660566385973476,10.04295851540812,10.558280752349964,11.488987640875534,,20,4,True,43
ABC-SMC,240934.91124260356,104.45429164277026,814360.0,17.652775287628174,9.162844726837863,24.341541658611114,15205.182520085955,27.63102111505608,8.612751213820383,10.048505249783657,10.520922905490057,11.44984317977648,,20,4,True,43
ABC-SMC,448580.6451612903,190.21380844936576,834360.0,17.689884185791016,9.140709077043402,24.308290296740324,15263.637684775142,27.631021114991505,8.501560659102179,10.049213618691857,10.498402822590874,11.40405281529708,,20,4,True,43
