method,n_sim,time,n_sim_raw,time_raw,epsilon,kl_sigma2,score_joint,kl_sigma2_true_vs_abc,kl_mu_avg,w2_sigma2,w2_mu_avg,sw2_joint,K,K_outliers,include_osum,seed,M0
ABC-Vanilla,1000.0,0.0157695391178131,1000000.0,15.76953911781311,13.388044423217853,23.93791930783076,35767.56060221075,27.63102111453225,7.8354406937935535,10.01496640935701,13.620232897788208,14.583848796037284,30,2,True,42,
ABC-Vanilla,2154.4346900318837,0.0339744421212313,464158.8833612779,7.319571668046125,8.646114691113015,23.94799838936641,35939.05290832576,27.631021114615685,7.739196254550297,10.036262309945696,13.584838165605436,14.519736084110711,30,2,True,42,
ABC-Vanilla,4641.588833612778,0.0731957166804612,215443.4690031884,3.397444212123136,7.99917204708773,23.95356933105587,35744.34824286915,27.631021114594688,7.681226922568876,10.03116935285243,13.561621427267522,14.42714892173482,30,2,True,42,
ABC-Vanilla,10000.0,0.1576953911781311,100000.0,1.5769539117813112,7.546956512079524,23.988947097570684,35211.41305668578,27.63102111455696,7.941188997931337,10.036928039731,13.467146890142097,14.453443596698303,30,2,True,42,
ABC-Vanilla,21544.34690031884,0.3397444212123135,46415.88833612779,0.7319571668046125,7.1846874720822855,23.95700478999525,35570.16196469104,27.631021114594503,7.75773493675737,10.018561595896594,13.612420435036864,14.604491960608884,30,2,True,42,
ABC-Vanilla,46415.88833612777,0.7319571668046121,21544.346900318847,0.3397444212123137,6.880857279370498,23.93640658886329,34910.259969021135,27.631021114549757,7.765301996019226,9.999376941755798,13.538184740894405,14.505731583057528,30,2,True,42,
ABC-Vanilla,100000.0,1.576953911781311,10000.0,0.1576953911781311,6.608252523100364,23.91907750156633,34718.90170826746,27.631021114570306,7.766027793321117,9.98573123973716,13.468517557085493,14.443037458572949,30,2,True,42,
ABC-Vanilla,215443.4690031882,3.3974442121231325,4641.588833612783,0.0731957166804613,6.364144450882999,23.94563832895342,35467.59484999874,27.63102111457341,7.8635537382377825,10.030669850969266,13.481195679613684,14.398891172104143,30,2,True,42,
ABC-Vanilla,464158.8833612778,7.319571668046123,2154.434690031884,0.0339744421212313,6.140249455014399,24.00318151188465,35253.72935814216,27.631021114580577,7.903499225757185,10.044084050029518,13.54240332158714,14.454643767461466,30,2,True,42,
ABC-Vanilla,1000000.0,15.76953911781311,1000.0,0.0157695391178131,5.944367949558525,23.9618457528033,35788.14471011741,27.63102111459532,7.774942848331183,10.045871928680333,13.56419569555281,14.462157463972934,30,2,True,42,
