method,n_sim,time,n_sim_raw,time_raw,epsilon,kl_sigma2,score_joint,kl_sigma2_true_vs_abc,kl_mu_avg,w2_sigma2,w2_mu_avg,sw2_joint,K,K_outliers,include_osum,seed,M0
ABC-Vanilla,1000.0,0.015707361459732,1000000.0,15.707361459732056,13.064020637032066,23.936116248974685,31781.76346747057,6.90775527766878,7.487840374626149,10.009298365045048,12.93940125163325,13.792417896671212,30,1,True,42,
ABC-Vanilla,2154.4346900318837,0.0338404844177165,464158.8833612779,7.2907113557012035,8.240217481273143,23.966376963991717,32340.049983935904,27.63102111455456,7.645508066872462,10.037179780569687,12.956918878576106,13.80505764391609,30,1,True,42,
ABC-Vanilla,4641.588833612778,0.072907113557012,215443.4690031884,3.384048441771659,7.604016142820824,23.923389601736623,31743.03782450808,27.63102111456998,7.747257202749167,9.996216652049698,12.9060360299632,13.743490772340634,30,1,True,42,
ABC-Vanilla,10000.0,0.1570736145973205,100000.0,1.5707361459732057,7.156073692120948,23.948295679958164,31701.99214883824,27.631021114594567,7.709986518862211,10.010826287721724,12.957694655493611,13.811932604113368,30,1,True,42,
ABC-Vanilla,21544.34690031884,0.3384048441771659,46415.88833612779,0.7290711355701204,6.800375414566954,23.859933462370805,31339.90375091989,6.907755277519608,7.786534712202597,9.9542208086149,12.968587969044622,13.85430017624008,30,1,True,42,
ABC-Vanilla,46415.88833612777,0.72907113557012,21544.346900318847,0.338404844177166,6.501012699117709,23.99014117034756,31037.500558848034,27.63102111462032,7.588928112215729,10.009998288950817,12.88425149526234,13.786153836963967,30,1,True,42,
ABC-Vanilla,100000.0,1.5707361459732057,10000.0,0.1570736145973205,6.233146586021518,23.92173615894894,32123.210723308723,27.631021114550908,7.74659127968771,9.995221320537569,12.989505476214676,13.882290571211596,30,1,True,42,
ABC-Vanilla,215443.4690031882,3.384048441771656,4641.588833612783,0.072907113557012,5.9943191251483965,23.95870884433471,32648.276969770628,27.63102111451392,7.613832560352474,10.032272308411564,12.973898599401869,13.85253662003839,30,1,True,42,
ABC-Vanilla,464158.8833612778,7.290711355701202,2154.434690031884,0.0338404844177165,5.772825055586897,23.951254993507792,31970.85260377984,27.631021114555228,7.666480760591963,10.018407125976166,12.927104096133196,13.779950083003737,30,1,True,42,
ABC-Vanilla,1000000.0,15.707361459732056,1000.0,0.015707361459732,5.568738947062788,23.948489926565088,32159.366455499923,27.63102111457342,7.549436016301357,10.033299185348154,12.901949396856926,13.723771250335098,30,1,True,42,
permABC-Vanilla,1000.0,0.0383898601531982,1000000.0,38.38986015319824,6.856075296178855,23.95492678369685,2475.570845903089,27.631021114614803,3.4587992071327416,10.034180383502376,2.6772646142681804,3.275311096037248,30,1,True,42,
permABC-Vanilla,2154.4346900318837,0.082708446459523,464158.8833612779,17.818994621104114,1.83618857493622,24.000094291709523,1532.2904837524884,27.631021114680188,1.579495886140971,10.065257638236488,1.5310996033103823,2.338081269871961,30,1,True,42,
permABC-Vanilla,4641.588833612778,0.1781899462110411,215443.4690031884,8.270844645952304,1.4862234485995194,24.00245254496476,1253.72428402607,27.631021114721943,1.0684569648935565,10.05715803668192,1.1964814543108804,2.079083168678411,30,1,True,42,
permABC-Vanilla,10000.0,0.3838986015319824,100000.0,3.838986015319824,1.2975485754387504,24.033770633099323,1132.5220565243476,27.63102111468392,0.8047360366169413,10.10321090925592,1.0222448860572846,1.9600659367958144,30,1,True,42,
permABC-Vanilla,21544.34690031884,0.8270844645952301,46415.88833612779,1.7818994621104114,1.1713992717717605,24.04223481981402,1041.478379510309,27.63102111472772,0.6308331877555495,10.124581093336184,0.8967115611401262,1.879747941948387,30,1,True,42,
permABC-Vanilla,46415.88833612777,1.7818994621104105,21544.346900318847,0.8270844645952306,1.0778027625005366,24.055324755629783,975.989852841304,27.63102111476809,0.5068910587405079,10.1481719594563,0.815021495708686,1.8367684955147097,30,1,True,42,
permABC-Vanilla,100000.0,3.838986015319824,10000.0,0.3838986015319824,1.0028001455907911,24.14437006682681,910.8673535658696,27.63102111481659,0.411958010102074,10.160153109271716,0.7359945094950987,1.7856731928348526,30,1,True,42,
permABC-Vanilla,215443.4690031882,8.270844645952295,4641.588833612783,0.1781899462110412,0.9406723511802312,24.126917460546643,876.3263146195986,27.63102111481605,0.343764882464283,10.173377495766466,0.6776735186274199,1.7583076628123095,30,1,True,42,
permABC-Vanilla,464158.8833612778,17.81899462110411,2154.434690031884,0.082708446459523,0.8883349824702109,24.13363947861395,845.3980770607833,27.631021114817106,0.2915482002194899,10.208029445435653,0.6325871722977968,1.7449748774913458,30,1,True,42,
permABC-Vanilla,1000000.0,38.38986015319824,1000.0,0.0383898601531982,0.8399876670307018,24.17465561697216,819.0139901897334,27.631021114881577,0.2530640671513447,10.237658619206558,0.5933950338892741,1.7326636146404235,30,1,True,42,
ABC-SMC,950.0,0.0270535469055175,28500.0,0.8116064071655273,9.902709272594992,23.942156488771545,32170.647928744595,27.631021114572917,7.779212215806418,10.042445375248658,12.805278082925188,13.6507009041677,30,1,True,42,
ABC-SMC,1852.0,0.0407396078109741,55560.0,1.2221882343292236,9.521446233030655,23.93501278954019,31526.79078170669,27.63102111457228,7.759617648875887,10.039946496314991,12.673676113452943,13.508834708564669,30,1,True,42,
ABC-SMC,2708.0,0.0550478140513102,81240.0,1.6514344215393066,9.29300836505044,23.93180272822064,31132.72844308908,27.63102111457177,7.770293780464412,10.041295798089813,12.563698580856707,13.396455772966611,30,1,True,42,
ABC-SMC,3521.0,0.0690199375152587,105630.0,2.070598125457764,9.113559819468875,23.936890645315053,30652.182530925194,27.63102111459249,7.786222712934008,10.042116958438475,12.470124511948937,13.284414347437057,30,1,True,42,
ABC-SMC,4293.0,0.0810594956080118,128790.0,2.4317848682403564,8.996027319431779,23.94066164247392,30223.57861039893,27.631021114592738,7.790750235122008,10.043425261092649,12.38481219263757,13.187011357712146,30,1,True,42,
ABC-SMC,5026.0,0.0951493183771769,150780.0,2.854479551315308,8.877604254770704,23.943534199093047,29930.465903988865,27.63102111461321,7.807641073304321,10.046515455922025,12.309247718693753,13.091322768357742,30,1,True,42,
ABC-SMC,5722.0,0.1078424453735351,171660.0,3.2352733612060547,8.800350760858779,23.943081891904257,29386.626796836823,27.63102111461258,7.742802375120863,10.039334702342488,12.226001216242878,13.009894126778327,30,1,True,42,
ABC-SMC,6383.0,0.1224533478418986,191490.0,3.673600435256958,8.729107003479184,23.95295225346498,28791.856195936925,27.6310211146343,7.785154720874242,10.033063507071075,12.14615032225362,12.934105007977369,30,1,True,42,
ABC-SMC,7011.0,0.1368423064549764,210330.0,4.105269193649292,8.66469231835199,23.96348873119241,28481.54835258792,27.631021114655788,7.7845290832788,10.035676308073173,12.069585484205597,12.85559766308288,30,1,True,42,
ABC-SMC,7607.0,0.1505458196004231,228210.0,4.516374588012695,8.594201179120368,23.963303367779787,28192.069614333806,27.631021114655443,7.774404940589281,10.033561888774337,11.987853685643312,12.770083732786588,30,1,True,42,
ABC-SMC,8173.0,0.16456085840861,245190.0,4.936825752258301,8.495967626321118,23.96973678552205,27782.39443713377,27.63102111465589,7.773273447641145,10.03267446516942,11.921685332981715,12.69280329492605,30,1,True,42,
ABC-SMC,8710.0,0.1791239261627197,261300.0,5.373717784881592,8.44334146922339,23.976215207083317,27402.30557136117,27.631021114656328,7.813822916261668,10.03162537959687,11.857269252386349,12.618045081130544,30,1,True,42,
ABC-SMC,9220.0,0.1926753362019856,276600.0,5.78026008605957,8.386167151951508,23.98668309676972,27106.10400654198,27.631021114677523,7.788968385493621,10.030420245133216,11.78502167305077,12.547154221595337,30,1,True,42,
ABC-SMC,21115.702479338845,0.415548164982441,306600.0,6.033759355545044,8.320906713436226,23.98728502061048,26841.549564763234,27.63102111467732,7.792298959962608,10.02969919747745,11.725106254825729,12.480388572112902,30,1,True,42,
ABC-SMC,23032.989690721653,0.4444326649826417,335130.0,6.4664952754974365,8.278837314197826,23.998361107203834,26461.571459880703,27.631021114698857,7.795643255248005,10.028298525406589,11.667199088457696,12.412084278842658,30,1,True,42,
ABC-SMC,24896.90721649485,0.4725748239104281,362250.0,6.8759636878967285,8.218046283697596,23.99396691045701,26032.657338569887,27.63102111469853,7.770095654375885,10.019585508065616,11.610835711049326,12.3482408673016,30,1,True,42,
ABC-SMC,26668.041237113408,0.5024995181159057,388020.0,7.311367988586426,8.157362364695832,24.007290180310488,26038.5534999472,27.63102111474111,7.776380777295868,10.03778917407094,11.55857830143308,12.288975724097035,30,1,True,42,
ABC-SMC,28352.57731958763,0.5333647777124779,412530.0,7.760457515716553,8.098261598158484,24.0211425452872,26012.15927678992,27.631021114741664,7.787317615712221,10.0490142943816,11.50852131590207,12.233277005422089,30,1,True,42,
ABC-SMC,29893.004115226337,0.5588809649149578,435840.0,8.148484468460083,8.048442602615731,24.02960969306728,25776.07147414564,27.63102111476274,7.809508720592456,10.048619403498597,11.459730701837332,12.184087527475445,30,1,True,42,
ABC-SMC,31413.580246913574,0.5883876515350551,458010.0,8.578691959381104,8.006384876150571,24.05874372739406,25290.489403162865,27.63102111482793,7.760999423742139,10.044488627380522,11.408076757412676,12.127252169233008,30,1,True,42,
ABC-SMC,32860.082304526746,0.6162702301402151,479100.0,8.985219955444336,7.968645375615635,24.076763356672,25256.42836648297,27.631021114828943,7.816220810545262,10.062249219796117,11.358606749317143,12.082700609182764,30,1,True,42,
ABC-SMC,34232.510288065845,0.6442182675637663,499110.0,9.392702341079712,7.929482204909792,24.0767071609606,24870.108824275256,27.631021114828545,7.823165426680418,10.053175838070084,11.31679182968083,12.0270322288799,30,1,True,42,
ABC-SMC,35537.03703703704,0.6739940499409073,518130.0,9.826833248138428,7.861362589454956,24.08213613499561,24473.52102451265,27.631021114828734,7.842819028450545,10.048678642330495,11.255505463651616,11.973603379095652,30,1,True,42,
ABC-SMC,36704.31211498973,0.7029646802323881,536250.0,10.27031397819519,7.812836343195853,24.100715284641357,24408.72495245874,27.631021114872237,7.860359244296014,10.058798606837682,11.21163621627849,11.932086935157184,30,1,True,42,
ABC-SMC,37882.956878850106,0.7320376963422855,553470.0,10.695070743560793,7.783756023840229,24.114702370023547,24251.832672757424,27.63102111489392,7.832851928151727,10.05949686704616,11.164163534218334,11.882708372699437,30,1,True,42,
ABC-SMC,39002.053388090346,0.7602051624608807,569820.0,11.106597423553469,7.758264821175302,24.119116797009475,24061.69052047452,27.63102111489397,7.8608309826482525,10.05703206371772,11.13478412354952,11.819264683827017,30,1,True,42,
ABC-SMC,40063.65503080082,0.7900636706916867,585330.0,11.542830228805542,7.711140832555076,24.12417774214649,23800.72648809122,27.631021114894125,7.851400635767928,10.051993544822976,11.090477236977025,11.76586980025328,30,1,True,42,
ABC-SMC,85107.8838174274,1.6054297219008664,615330.0,11.607256889343262,7.676135538139437,24.119615476935884,23536.991843039148,27.631021114852985,7.807011632420541,10.050077249617395,11.052039705459157,11.734709495119017,30,1,True,42,
ABC-SMC,89066.3900414938,1.6649220824076758,643950.0,12.037386655807495,7.640957444549537,24.12481794077868,23366.69842716128,27.631021114874383,7.845901370279926,10.05228757715059,11.015278424293854,11.683372989906186,30,1,True,42,
ABC-SMC,92446.28099173552,1.718850996211869,671160.0,12.478858232498167,7.595552954258056,24.134526552059334,22903.789483411285,27.631021114895947,7.900707058428994,10.042287482658384,10.981487799248807,11.646099360196766,30,1,True,42,
ABC-SMC,96020.6611570248,1.7812577817722457,697110.0,12.931931495666504,7.570023385687121,24.12983591717587,22681.83201322289,27.63102111489537,7.886999764407847,10.03556316372688,10.95180626490029,11.60093613146907,30,1,True,42,
ABC-SMC,99417.35537190082,1.842808821969781,721770.0,13.37879204750061,7.550911631320804,24.134777715090934,22548.976039183384,27.63102111491605,7.929846466776601,10.031959981178916,10.909097927055248,11.553232978262878,30,1,True,42,
