method,n_sim,time,n_sim_raw,time_raw,epsilon,kl_sigma2,score_joint,kl_sigma2_true_vs_abc,kl_mu_avg,w2_sigma2,w2_mu_avg,sw2_joint,K,K_outliers,include_osum,seed,M0
ABC-Vanilla,1000.0,0.0082402641773223,1000000.0,8.240264177322388,25.21626401882382,23.9273269216574,27648.35414581597,27.63102111459358,8.726020644623402,10.007889928441127,16.979831716054367,18.808290261816406,15,5,True,42,
ABC-Vanilla,2154.434690031884,0.0177531109986503,464158.8833612779,3.824791819147898,15.305051032794797,23.94603871508615,27791.67304928356,27.631021114593903,8.732752431243211,10.02269867728667,16.950633908997983,18.76873252041465,15,5,True,42,
ABC-Vanilla,4641.588833612778,0.0382479181914789,215443.4690031884,1.7753110998650394,13.94166233754177,23.96241221176855,27957.21172890141,27.631021114615283,8.475432012975153,10.040067735790302,16.97479384343428,18.7608786811478,15,5,True,42,
ABC-Vanilla,10000.0,0.0824026417732238,100000.0,0.8240264177322388,12.98706722541788,23.97020394607684,27648.842799924005,27.631021114659188,8.749727673955329,10.039901573950893,16.984140605409685,18.753329920317515,15,5,True,42,
ABC-Vanilla,21544.34690031884,0.1775311099865039,46415.88833612779,0.3824791819147899,12.218593616750203,23.955714402232942,26991.323818691937,27.63102111459615,8.581130522821244,9.993170479430535,16.99753776624207,18.82428696144207,15,5,True,42,
ABC-Vanilla,46415.88833612777,0.3824791819147897,21544.346900318847,0.177531109986504,11.563798801204126,23.977343181552875,28218.898551569426,27.631021114638934,8.26890198904324,10.048142584654173,17.017657451710043,18.89351313456118,15,5,True,42,
ABC-Vanilla,100000.0,0.8240264177322388,10000.0,0.0824026417732238,10.994006737034445,23.945051759777243,27590.10555605889,27.63102111451399,8.754908972974341,10.017891653084083,17.016338692215527,18.797053804317112,15,5,True,42,
ABC-Vanilla,215443.4690031882,1.775311099865038,4641.588833612783,0.038247918191479,10.4748459917527,23.946544015906657,27140.85046059885,27.631021114634983,8.812924769317956,9.995286629494116,16.98633057448186,18.754016949239528,15,5,True,42,
ABC-Vanilla,464158.8833612778,3.824791819147898,2154.434690031884,0.0177531109986503,9.986494609139214,23.97379833876105,27439.01008079997,27.631021114595978,8.675976120686276,10.027966248798236,16.89968319526021,18.72183651240684,15,5,True,42,
ABC-Vanilla,1000000.0,8.240264177322388,1000.0,0.0082402641773223,9.55549593314056,23.97925360568488,27567.914748778327,27.63102111459612,8.450132864482443,10.016388640078508,17.074194672147527,18.85005251763356,15,5,True,42,
permABC-Vanilla,1000.0,0.0196500506401062,1000000.0,19.6500506401062,15.40537470479745,23.954026469901493,6063.73965432307,6.907755277632695,9.17379877525491,10.05199432530622,7.1615527749337655,8.808118558223708,15,5,True,42,
permABC-Vanilla,2154.434690031884,0.042334750759928,464158.8833612779,9.12074556310426,6.948272955066431,23.992948683158865,4457.619124980663,27.63102111464047,8.425099986500708,10.077432028870824,5.823398133227256,7.445927862695687,15,5,True,42,
permABC-Vanilla,4641.588833612778,0.0912074556310425,215443.4690031884,4.233475075992803,5.997061222958982,23.956908429989525,3511.3845697468687,27.63102111455668,7.545608297008698,10.055328324431825,5.050936226094879,6.590724077172012,15,5,True,42,
permABC-Vanilla,10000.0,0.196500506401062,100000.0,1.9650050640106205,5.342278426348555,23.95946479329749,2864.331056096172,27.631021114635576,7.092796972506582,10.046489899745378,4.48481417037352,5.94673571006176,15,5,True,42,
permABC-Vanilla,21544.34690031884,0.4233475075992802,46415.88833612779,0.912074556310426,4.825236893968945,23.994890074926943,2377.623397800124,27.63102111457756,6.448693000696474,10.03846843575802,4.015822874018804,5.451971601362223,15,5,True,42,
permABC-Vanilla,46415.88833612777,0.9120745563104252,21544.346900318847,0.4233475075992804,4.394765039702099,23.940330995572044,2059.318674689589,27.63102111459335,5.845123209643711,10.01918850115266,3.6345773963260006,4.995199396840171,15,5,True,42,
permABC-Vanilla,100000.0,1.96500506401062,10000.0,0.196500506401062,4.0277143622222,23.976994877931475,1788.0014750300106,27.63102111465859,5.373154154948338,10.040814006513552,3.322262041600049,4.649988693535296,15,5,True,42,
permABC-Vanilla,215443.4690031882,4.233475075992798,4641.588833612783,0.0912074556310426,3.7050821903170825,23.95131320623046,1527.4375361955513,6.907755277693459,4.551824635586786,10.015061901488815,2.9846817006439323,4.3160385629056455,15,5,True,42,
permABC-Vanilla,464158.8833612778,9.120745563104256,2154.434690031884,0.042334750759928,3.4142547877395586,24.00934920784724,1365.7073004230735,27.63102111457973,3.9828237435515215,10.037482254377798,2.709450051837492,4.050316093011183,15,5,True,42,
permABC-Vanilla,1000000.0,19.6500506401062,1000.0,0.0196500506401062,3.16444693973372,23.99990122700048,1200.83663086381,27.63102111466326,3.4381524314248177,10.030526194860276,2.4553474242437603,3.790158673755844,15,5,True,42,
ABC-SMC,950.0,0.0528079509735107,14250.0,0.7921192646026611,18.52402411481401,23.927074692205824,26347.79273503139,27.631021114571144,8.44726320512581,10.00445938946904,16.57420617510748,18.346619574853523,15,5,True,42,
ABC-SMC,1852.0,0.0789581616719563,27780.0,1.1843724250793457,17.82999072486004,23.93318838042452,25962.738684582167,27.63102111459158,8.452420076095107,10.010860530646893,16.41057316016261,18.148109382569363,15,5,True,42,
ABC-SMC,2708.0,0.1060194174448649,40620.0,1.5902912616729736,17.438689895719925,23.9377650837946,25374.164608390587,27.631021114592112,8.532167821946391,10.006687580035887,16.260646637890407,17.967969687172264,15,5,True,42,
ABC-SMC,3521.0,0.1314451694488525,52815.0,1.971677541732788,17.07219404852821,23.951903000066608,24890.819948792087,27.631021114633736,8.55346115381095,10.010719076077176,16.11573187918189,17.815741739870973,15,5,True,42,
ABC-SMC,4293.0,0.1583730697631836,64395.0,2.375596046447754,16.713913202295604,23.95409011049479,24600.293762601224,27.6310211146338,8.54260790941105,10.016523968017834,15.987752886497017,17.66874767584942,15,5,True,42,
ABC-SMC,5026.0,0.1857706546783447,75390.0,2.786559820175171,16.53834090510644,23.95820563011982,24367.10020754957,27.631021114654747,8.55597895545896,10.024477544041266,15.87111137419788,17.54722417511655,15,5,True,42,
ABC-SMC,5722.0,0.2101922194163004,85830.0,3.152883291244507,16.327751517776115,23.95964997934981,24022.933969788915,27.631021114654807,8.582363224961338,10.021783014517425,15.755091131176552,17.422216251139353,15,5,True,42,
ABC-SMC,6383.0,0.2374123096466064,95745.0,3.5611846446990967,16.161239229950155,23.95658331582247,23619.110131736023,27.63102111465436,8.552299188089973,10.0162815799458,15.660651968780284,17.30016389254143,15,5,True,42,
ABC-SMC,7011.0,0.2630380789438883,105165.0,3.945571184158325,16.02113995087712,23.95560882601385,23289.891314328976,27.63102111465408,8.528374142844273,10.01472381948876,15.56118311105452,17.186206000574575,15,5,True,42,
ABC-SMC,7607.0,0.2875317573547363,114105.0,4.312976360321045,15.86374388377696,23.95502005649145,22964.329765104667,27.63102111465385,8.529799536662017,10.009367751185518,15.45895503576965,17.063638156825466,15,5,True,42,
