method,n_sim,time,n_sim_raw,time_raw,epsilon,kl_sigma2,score_joint,kl_sigma2_true_vs_abc,kl_mu_avg,w2_sigma2,w2_mu_avg,sw2_joint,K,K_outliers,include_osum,seed,M0
ABC-Vanilla,1000.0,0.0107818677425384,1000000.0,10.781867742538452,17.26362545334467,23.97822387936701,21609.575882680027,27.631021114658825,7.882840529634194,10.022030442212378,13.139255570487707,13.720633455575069,20,0,True,42,
ABC-Vanilla,2154.434690031884,0.0232288298878605,464158.8833612779,5.004499691925631,10.111077634669924,23.9140848245573,21396.854592274605,27.631021114550805,7.655845138558796,9.972756359056689,13.158674408956756,13.747655287220612,20,0,True,42,
ABC-Vanilla,4641.588833612778,0.0500449969192562,215443.4690031884,2.32288298878606,9.15248147892912,23.92951900607921,21481.67310527633,27.631021114673985,7.601984676611596,9.990115391867784,13.14178754964104,13.742469593791242,20,0,True,42,
ABC-Vanilla,10000.0,0.1078186774253845,100000.0,1.0781867742538451,8.486368997716532,23.96993625408495,21211.34989756569,27.63102111455499,7.653910136842055,9.998254311962318,13.05647686060214,13.64088381590599,20,0,True,42,
ABC-Vanilla,21544.34690031884,0.2322882988786059,46415.88833612779,0.500449969192563,7.955516808834442,23.90752503366504,21788.027560263552,27.6310211145094,7.599753637430689,9.991634759347969,13.116594321733832,13.681722766309605,20,0,True,42,
ABC-Vanilla,46415.88833612777,0.5004499691925628,21544.346900318847,0.232288298878606,7.508726197192471,23.962061729768987,22187.71428261891,27.631021114634787,7.584443872520977,10.034437847572043,13.140041435772352,13.761354961172048,20,0,True,42,
ABC-Vanilla,100000.0,1.0781867742538451,10000.0,0.1078186774253845,7.117504270239676,23.94151825794561,21587.38064601503,27.631021114532725,7.912605600313046,10.00770011720529,13.10226278060917,13.694906657766722,20,0,True,42,
ABC-Vanilla,215443.4690031882,2.322882988786058,4641.588833612783,0.0500449969192563,6.76959890197657,23.935424826200705,21657.00835882867,27.63102111455193,7.515578339878803,9.986950311153707,13.162287642160477,13.748829818980706,20,0,True,42,
ABC-Vanilla,464158.8833612778,5.004499691925629,2154.434690031884,0.0232288298878606,6.445911679896925,23.93891243532474,21160.13284868904,27.63102111459462,7.66004205608935,10.001648492244684,13.074253475899516,13.63821419511424,20,0,True,42,
ABC-Vanilla,1000000.0,10.781867742538452,1000.0,0.0107818677425384,6.1534959961716,23.952378961684246,21533.34519106719,27.63102111461388,7.62114207401311,10.013793048255517,13.09381303609022,13.655925880005505,20,0,True,42,
