method,n_sim,time,n_sim_raw,time_raw,epsilon,kl_sigma2,score_joint,kl_sigma2_true_vs_abc,kl_mu_avg,w2_sigma2,w2_mu_avg,sw2_joint,M0,K,K_outliers,include_osum,seed
ABC-Vanilla,1000.0,0.007299055576324463,20000.0,0.007299055576324463,18.075336780230522,23.914348956336937,27254.804920320516,27.63102111435951,7.863861909273875,10.017612639178031,14.15264090528818,15.718447667267963,,20,4,True,44
ABC-Vanilla,2154.4346900318833,0.015725338538104084,43088.693800637666,0.015725338538104084,11.347339131656469,23.92313086195105,27636.132772303503,27.631021114341806,7.801994802847619,10.025481511772693,14.208423228475704,15.791800872687396,,20,4,True,44
ABC-Vanilla,4641.588833612778,0.033879214858986706,92831.77667225557,0.033879214858986706,10.357900707789279,23.910657908631624,27124.379095447184,27.631021114357242,7.879248077867504,10.012257129776561,14.158522948711441,15.734417712055597,,20,4,True,44
ABC-Vanilla,10000.0,0.07299055576324463,200000.0,0.07299055576324463,9.66328572733356,23.91214386462469,26893.592455938342,27.631021114377862,7.888229382098511,10.004380484796116,14.129324872255202,15.703733111482402,,20,4,True,44
ABC-Vanilla,21544.346900318837,0.15725338538104086,430886.93800637673,0.15725338538104086,9.111606921025349,23.91763679191383,26779.91517027359,27.631021114358372,7.8820519075464945,10.006414296421895,14.112167320883703,15.684771599982541,,20,4,True,44
ABC-Vanilla,46415.88833612778,0.33879214858986706,928317.7667225555,0.33879214858986706,8.639441082439463,23.934696488655597,26593.935976671197,27.631021114435953,7.789861416842743,10.004108437911789,14.104816655791456,15.672179605674806,,20,4,True,44
ABC-Vanilla,100000.0,0.7299055576324462,2000000.0,0.7299055576324462,8.224401461749078,23.93490096484717,27066.223611621048,27.631021114475164,7.933204073482621,10.021114002405247,14.136676970112921,15.718114153986704,,20,4,True,44
ABC-Vanilla,215443.4690031882,1.5725338538104072,4308869.380063764,1.5725338538104072,7.846563862573835,23.924490818884628,27236.924040847887,27.63102111441822,7.875937178549559,10.018558138500524,14.17215423155287,15.751642817442805,,20,4,True,44
ABC-Vanilla,464158.8833612778,3.3879214858986706,9283177.667225556,3.3879214858986706,7.500470433436122,23.923418659169393,26884.197177870723,27.631021114454306,7.88532326930716,10.011620320763061,14.109742558508492,15.660707242242577,,20,4,True,44
ABC-Vanilla,1000000.0,7.299055576324463,20000000.0,7.299055576324463,7.2069704609268,23.92830502286052,26705.726858984934,27.63102111455246,7.993043922679716,9.9966487230396,14.075814983912556,15.694927351026253,,20,4,True,44
permABC-Vanilla,1000.0,0.04619535994529724,20000.0,0.04619535994529724,10.556227241448324,23.91626928837515,4762.784052610887,27.631021114379408,8.021683891891715,10.020169223349408,5.622508968157377,6.25243289852405,,20,4,True,44
permABC-Vanilla,2154.4346900318833,0.09952488598465774,43088.693800637666,0.09952488598465774,4.398216183847164,23.9012510024081,3226.3250134000855,27.63102111435898,5.8466044389454215,10.003188736588285,4.071342431165556,5.202383412679098,,20,4,True,44
permABC-Vanilla,4641.588833612778,0.2144198668868147,92831.77667225557,0.2144198668868147,3.8074955111534607,23.91711143970949,2646.0114958134786,27.63102111439878,4.775353392831516,10.021089980027417,3.416877312219879,4.690375606579397,,20,4,True,44
