method,n_sim,time,n_sim_raw,time_raw,epsilon,kl_sigma2,score_joint,kl_sigma2_true_vs_abc,kl_mu_avg,w2_sigma2,w2_mu_avg,sw2_joint,K,K_outliers,include_osum,seed,M0
ABC-Vanilla,1000.0,0.0056943271160125,1000000.0,5.694327116012573,28.31502561218097,23.919715181185943,9783.42626282312,27.63102055685341,7.432455528737949,9.945381528555163,12.50354646889462,12.743063646942144,10,1,True,42,
ABC-Vanilla,2154.434690031884,0.0122680558751266,464158.8833612779,2.643072515662242,13.459300448431652,23.941091457154325,10247.482047949925,27.63102055683566,7.455012127489645,10.00513148694724,12.53370479279758,12.720777353796048,10,1,True,42,
ABC-Vanilla,4641.588833612778,0.0264307251566224,215443.4690031884,1.22680558751267,11.578383410245555,23.938329704995265,10413.079694573344,27.63102055683408,7.212214419026267,10.032040286386191,12.498764845075318,12.720232464038402,10,1,True,42,
ABC-Vanilla,10000.0,0.0569432711601257,100000.0,0.5694327116012573,10.295129299024138,23.90604813551751,10027.311932900246,27.63102055674969,7.583863104902555,9.985608495757548,12.417117749109952,12.628222779487157,10,1,True,42,
ABC-Vanilla,21544.34690031884,0.1226805587512669,46415.88833612779,0.2643072515662242,9.280565536650188,23.979568093940724,10308.638498461609,27.63102055690129,7.311724568962153,10.040682904225427,12.396268587190388,12.589214966722327,10,1,True,42,
ABC-Vanilla,46415.88833612777,0.2643072515662241,21544.346900318847,0.122680558751267,8.448618120283644,23.9409520124486,10202.913554570145,27.631020556836592,7.572597243430769,10.000228078940314,12.61587348800888,12.787703144342832,10,1,True,42,
ABC-Vanilla,100000.0,0.5694327116012573,10000.0,0.0569432711601257,7.721718706861083,23.9505248074376,10162.808259003896,27.631020556775752,7.526544499659202,9.98833171703839,12.561616604533995,12.805158050577878,10,1,True,42,
ABC-Vanilla,215443.4690031882,1.2268055875126689,4641.588833612783,0.0264307251566224,7.074621974439734,23.96726202445326,10445.170147445757,27.63102055683714,7.825398394906768,10.029566566421948,12.541617704267724,12.77807549932766,10,1,True,42,
ABC-Vanilla,464158.8833612778,2.643072515662241,2154.434690031884,0.0122680558751267,6.524382141200654,23.92146070117356,10112.525338212705,27.631020556832688,7.778754668772718,9.988327091498316,12.375975382343322,12.620826472990936,10,1,True,42,
ABC-Vanilla,1000000.0,5.694327116012573,1000.0,0.0056943271160125,6.02234214997765,23.926064385971728,10105.24982447055,27.631020556773056,7.425166910846383,9.996591250046295,12.392209120421963,12.626791756295368,10,1,True,42,
