method,n_sim,time,n_sim_raw,time_raw,epsilon,kl_sigma2,score_joint,kl_sigma2_true_vs_abc,kl_mu_avg,w2_sigma2,w2_mu_avg,sw2_joint,K,K_outliers,include_osum,seed
ABC-Vanilla,1000.0,0.001680769920349121,1000000.0,1.680769920349121,117.73376144665158,23.943832735366243,3777.169793407477,27.62499966031112,8.555427784613741,9.946295525784834,17.16242655855781,16.46384341287124,2,1,False,42
ABC-Vanilla,2154.4346900318833,0.003621109022362272,464158.8833612779,0.7801442894164721,39.24554422753508,23.898095852512725,3695.765450434698,27.624999660223647,8.482768946251225,9.91277332872085,17.14676362430316,16.49910122095107,2,1,False,42
ABC-Vanilla,4641.588833612778,0.007801442894164719,215443.4690031884,0.36211090223622727,28.804483126936383,23.921386143782996,3854.038129438155,27.624999660290936,8.565650008134572,9.946369896145407,17.144180035665038,16.72947635889042,2,1,False,42
ABC-Vanilla,10000.0,0.016807699203491212,100000.0,0.1680769920349121,21.654574926458864,23.928200915701435,3888.3332222969048,27.62499966030918,7.975544865016868,9.939351369083058,17.18948429317797,16.64044960300599,2,1,False,42
ABC-Vanilla,21544.346900318837,0.036211090223622726,46415.88833612779,0.07801442894164722,16.14610193114218,23.9521922959429,3835.675112223998,27.624999660250523,8.043209080655128,9.933068738705764,17.351879299890033,16.797245706887093,2,1,False,42
ABC-Vanilla,46415.88833612777,0.07801442894164717,21544.346900318847,0.03621109022362274,11.850988754052231,23.928927640176973,3893.5259526781983,27.624999660307978,8.317729342834365,9.950334085657195,17.397750899715987,16.7679548919898,2,1,False,42
ABC-Vanilla,100000.0,0.1680769920349121,10000.0,0.016807699203491212,8.474954318468921,23.972235898027712,3950.0257951301774,27.624999660333074,9.025586313522803,9.973682291528938,17.303714143055196,16.69368048133518,2,1,False,42
ABC-Vanilla,215443.4690031882,0.362110902236227,4641.588833612783,0.007801442894164726,5.9969318246744985,23.969883551264306,3928.379608332947,27.624999660333525,9.45335528952889,9.968622713549689,17.271900127735933,16.76944853869459,2,1,False,42
ABC-Vanilla,464158.8833612778,0.780144289416472,2154.434690031884,0.0036211090223622735,4.2499292423988155,23.934700759856362,3757.8572837405254,27.62499966024821,8.608551456030238,9.947645776319835,17.01721401306897,16.521411774767238,2,1,False,42
ABC-Vanilla,1000000.0,1.680769920349121,1000.0,0.001680769920349121,3.024016067598793,23.930094993197674,3663.3400957903036,27.62499966032962,8.685569359476105,9.952425765574505,16.931312916430294,16.40731816124699,2,1,False,42
permABC-Vanilla,1000.0,0.0041710703372955325,1000000.0,4.171070337295532,100.56543936571279,23.920159261481505,2308.353039215305,27.624999660228504,9.328526871812656,9.934859345313473,13.224740770280944,13.422274621956525,2,1,False,42
