method,n_sim,time,n_sim_raw,time_raw,epsilon,kl_sigma2,score_joint,kl_sigma2_true_vs_abc,kl_mu_avg,w2_sigma2,w2_mu_avg,sw2_joint,K,K_outliers,include_osum,seed
ABC-Vanilla,1000.0,0.01430679988861084,20000.0,0.01430679988861084,17.27632868951613,23.909462172058817,22359.286769544367,27.63102111448745,7.592111996991713,10.010480651145947,13.477938131796922,13.864697683609352,20,0,False,45
ABC-Vanilla,2154.4346900318833,0.030823065983367474,43088.693800637666,0.030823065983367474,10.206141527567535,23.943478294243576,22128.741332197213,27.63102111461642,7.604111289732366,10.017718182382715,13.444917085057947,13.81197103204296,20,0,False,45
ABC-Vanilla,4641.588833612778,0.06640628260770862,92831.77667225557,0.06640628260770862,9.246784201793613,23.931468824094736,22326.728147786183,27.63102111459168,7.752095722810308,10.0134442617717,13.540725243929975,13.953796565283243,20,0,False,45
ABC-Vanilla,10000.0,0.14306799888610838,200000.0,0.14306799888610838,8.574474462878241,23.955354881446656,22448.60166023513,27.63102111453442,7.832163650947661,10.029937395626312,13.464966040713312,13.817438618433503,20,0,False,45
ABC-Vanilla,21544.346900318837,0.3082306598336748,430886.93800637673,0.3082306598336748,8.043240722485871,23.94623351469876,21973.456054346825,27.631021114510755,7.548017510465579,10.006716972781733,13.40005237407218,13.808070926011405,20,0,False,45
ABC-Vanilla,46415.88833612777,0.6640628260770859,928317.7667225554,0.6640628260770859,7.593252337957722,23.953642196740766,21785.52451822727,27.63102111451238,7.685801560761232,10.009148256633638,13.352493166870257,13.73939030976572,20,0,False,45
ABC-Vanilla,100000.0,1.430679988861084,2000000.0,1.430679988861084,7.195466868684752,23.949398666186408,22384.358603858636,27.63102111465632,7.69455132648058,10.023153457303826,13.473685337258303,13.828677396922162,20,0,False,45
ABC-Vanilla,215443.4690031882,3.0823065983367455,4308869.380063764,3.0823065983367455,6.841784217608382,23.947061610426417,22239.918391968145,27.63102111461357,7.6838839337365,10.022555267706153,13.405382894546893,13.751332431404126,20,0,False,45
ABC-Vanilla,464158.8833612778,6.64062826077086,9283177.667225556,6.64062826077086,6.528239526029056,23.92507350054372,22075.606809601093,27.631021114633977,7.599838006533763,10.004725198893363,13.40903657716884,13.795854818086191,20,0,False,45
ABC-Vanilla,1000000.0,14.30679988861084,20000000.0,14.30679988861084,6.245547249817546,23.961462329403147,22663.74245245563,27.631021114596745,7.4599510669984,10.033831742174105,13.502588034619617,13.89207539052186,20,0,False,45
permABC-Vanilla,1000.0,0.03333131527900696,20000.0,0.03333131527900696,10.474049093349718,23.952751657179427,3951.652983634279,27.63102111457331,7.90166764919869,10.051890561926378,5.127797335779086,5.487451342448344,20,0,False,45
permABC-Vanilla,2154.4346900318833,0.07181014190148233,43088.693800637666,0.07181014190148233,3.7430741986060796,23.906850582427563,2063.908575526838,27.631021114508382,5.402077882711323,9.97792886161558,3.372800065932023,4.006549548945502,20,0,False,45
permABC-Vanilla,4641.588833612778,0.15471026080866568,92831.77667225557,0.15471026080866568,2.943723095876061,23.946711229424427,1526.156937072828,27.631021114575756,3.556312118483884,10.024454421651265,2.5969993233485464,3.417917140957649,20,0,False,45
permABC-Vanilla,10000.0,0.33331315279006957,200000.0,0.33331315279006957,2.464241902610394,23.995331634920245,1247.319224913583,27.63102111464089,2.486411184203619,10.068080640814474,2.1116071347566923,3.0758401474242225,20,0,False,45
permABC-Vanilla,21544.346900318837,0.7181014190148235,430886.93800637673,0.7181014190148235,2.127200795806354,23.998979326688534,1031.0189647969185,27.631021114660115,1.7791135005489196,10.045187987155192,1.7413695193344043,2.8295246282856157,20,0,False,45
permABC-Vanilla,46415.88833612777,1.5471026080866563,928317.7667225554,1.5471026080866563,1.8769682362614792,23.97918750199664,902.5522202300522,27.631021114636987,1.317356572823039,10.052614359613614,1.4715647355287227,2.6893851974597327,20,0,False,45
permABC-Vanilla,100000.0,3.333131527900696,2000000.0,3.333131527900696,1.6797990365792177,24.040587192326974,804.7381601759153,27.631021114685467,0.9781245189244568,10.086638255137267,1.227580684217504,2.5837376912135768,20,0,False,45
permABC-Vanilla,215443.4690031882,7.181014190148229,4308869.380063764,7.181014190148229,1.5221820348633242,23.981964292349268,733.4606932800161,27.631021114659447,0.7112311434773075,10.092798593763344,1.0265712879713937,2.502140767299947,20,0,False,45
permABC-Vanilla,464158.8833612778,15.471026080866569,9283177.667225556,15.471026080866569,1.3933703310217744,24.034235861992855,684.3406877505604,27.631021114664005,0.5452583667129534,10.134352945012628,0.8922463039614416,2.4638735577673025,20,0,False,45
permABC-Vanilla,1000000.0,33.33131527900696,20000000.0,33.33131527900696,1.2847923997787296,24.032083571126257,634.6025007251751,27.63102111474619,0.389875068295895,10.14410543907166,0.7366650335184796,2.4249484064906186,20,0,False,45
ABC-SMC,950.0,0.3075830936431885,19000.0,0.3075830936431885,12.538808435234223,23.930644658864864,21285.916707634788,27.631021114613368,7.689390624481956,10.006501247331895,13.197472572071586,13.584312892687585,20,0,False,45
ABC-SMC,1852.0,0.4719109535217285,37040.0,0.4719109535217285,12.088747541249104,23.94135825166387,20859.039709029144,27.63102111463467,7.68558045233023,10.012495680270883,13.04094511623669,13.429635044689949,20,0,False,45
ABC-SMC,2708.0,0.6562850475311279,54160.0,0.6562850475311279,11.796835783820661,23.940337898992052,20397.833486981013,27.631021114634628,7.6515374660024,10.0093830008413,12.90320713554353,13.280575074931882,20,0,False,45
ABC-SMC,3521.0,0.8527462482452393,70420.0,0.8527462482452393,11.528163550811023,23.942998019262774,20024.340623572738,27.631021114634517,7.679568347020485,10.00982893928738,12.777491072227788,13.144207577549214,20,0,False,45
ABC-SMC,4293.0,1.0177574157714844,85860.0,1.0177574157714844,11.339677168732335,23.946230912007167,19774.200944862532,27.631021114654928,7.677767342162386,10.012404334744817,12.660111645749845,13.031787879633812,20,0,False,45
ABC-SMC,5026.0,1.178375244140625,100520.0,1.178375244140625,11.175962874256447,23.941793777752302,19498.158387691998,27.63102111465416,7.680435869384199,10.010639302009825,12.553940662238137,12.927177981241927,20,0,False,45
ABC-SMC,5722.0,1.3435122966766357,114440.0,1.3435122966766357,11.02945337718446,23.95131293506128,19250.414283421906,27.631021114675804,7.673649843241725,10.018787039039266,12.455659895417163,12.818701843921708,20,0,False,45
ABC-SMC,6383.0,1.5086913108825684,127660.0,1.5086913108825684,10.929656905356543,23.95181746122354,19013.587476322213,27.63102111467568,7.654836471180739,10.020079963708335,12.358415630244277,12.718273244405243,20,0,False,45
ABC-SMC,7011.0,1.6721763610839844,140220.0,1.6721763610839844,10.818425498948105,23.960750882497795,18703.47375094473,27.63102111469698,7.683952656041038,10.021533123285213,12.26693982786097,12.625318214526967,20,0,False,45
ABC-SMC,7607.0,1.8410875797271729,152140.0,1.8410875797271729,10.706047927457146,23.977300842901887,18184.083345986845,27.631021114718898,7.686892756881157,10.013897758178452,12.17743138299843,12.528710431843443,20,0,False,45
ABC-SMC,8173.0,2.0059683322906494,163460.0,2.0059683322906494,10.59753906844473,23.97845836425187,17907.56017527482,27.631021114718664,7.727093237296701,10.011246717391694,12.086744434839742,12.445808191547982,20,0,False,45
ABC-SMC,8710.0,2.1693882942199707,174200.0,2.1693882942199707,10.509813227345644,23.967272385904757,17627.70984189696,27.63102111471775,7.760228455536364,10.003955774763748,12.003070987036995,12.35673272293326,20,0,False,45
