method,n_sim,time,n_sim_raw,time_raw,epsilon,kl_sigma2,score_joint,kl_sigma2_true_vs_abc,kl_mu_avg,w2_sigma2,w2_mu_avg,sw2_joint,K,K_outliers,include_osum,seed
ABC-Vanilla,1000.0,0.0009571971893310548,1000000.0,0.9571971893310547,49.969384679667,23.941664940499386,4207.771464617161,27.59375276629121,7.510869434965036,9.927161441239118,11.67565888948492,11.787969598156511,5,0,False,42
ABC-Vanilla,2154.4346900318833,0.002062218829895841,464158.8833612779,0.44429157855645607,16.730901093539877,23.94293801670306,4151.343975447938,27.593752766353184,7.233775058295921,9.938034171756673,11.59028777539886,11.709679838847086,5,0,False,42
ABC-Vanilla,4641.588833612778,0.00444291578556456,215443.4690031884,0.20622188298958413,13.157531417709482,23.976451896855224,4172.55827568846,27.593752766395667,7.300775815901687,9.927995963572515,11.667256390694247,11.780358816929963,5,0,False,42
ABC-Vanilla,10000.0,0.009571971893310547,100000.0,0.09571971893310548,10.808262177923819,23.92947986352364,4439.5553757157195,27.59375276627102,7.0401910004945965,9.94592155160124,11.862512678412676,11.991023667961645,5,0,False,42
ABC-Vanilla,21544.346900318837,0.020622188298958413,46415.88833612779,0.04442915785564561,9.034110339258438,23.947767000327147,4215.713583569169,27.593752766352733,7.480211709056684,9.913310222688164,11.744560856765466,11.832655130137391,5,0,False,42
ABC-Vanilla,46415.88833612777,0.044429157855645586,21544.346900318847,0.02062218829895842,7.626150577212133,23.93290887927604,4409.929842785745,27.593752766331075,7.659810157639545,9.92898568285243,11.828740953482193,12.000272424936295,5,0,False,42
ABC-Vanilla,100000.0,0.09571971893310548,10000.0,0.009571971893310547,6.497493822891121,23.931686834252247,4276.870938713186,27.593752762079777,7.7743449723777,9.904504925117607,11.851987481261434,11.933581150903207,5,0,False,42
ABC-Vanilla,215443.4690031882,0.20622188298958397,4641.588833612783,0.0044429157855645635,5.55647931055988,23.941452536024244,4168.32337459315,27.593752766291942,7.276917764369358,9.947194626294124,11.406954082845166,11.580392063179541,5,0,False,42
ABC-Vanilla,464158.8833612778,0.444291578556456,2154.434690031884,0.0020622188298958415,4.75314349788974,23.904000147255097,4198.581905283651,27.59375276632565,7.2811341985761775,9.90240619224315,11.562881931177973,11.712580209228339,5,0,False,42
ABC-Vanilla,1000000.0,0.9571971893310548,1000.0,0.0009571971893310548,4.0482910420165235,23.936350191071444,4261.768943199152,27.59375276632902,7.579867317044585,9.925980795233997,11.677622324971855,11.770060736531534,5,0,False,42
permABC-Vanilla,1000.0,0.002553476095199585,1000000.0,2.553476095199585,34.79400861523328,23.946701366250124,1106.8555295837245,27.59375276633349,5.7016399088379615,9.929945723819303,5.393353194222833,6.437647242114916,5,0,False,42
permABC-Vanilla,2154.4346900318833,0.005501297479665141,464158.8833612779,1.1852186130375555,7.430255176566541,23.951279156482553,482.1706170498928,27.593752766333843,4.223838660653186,9.96586874499894,2.856195454367753,5.0258763594184,5,0,False,42
permABC-Vanilla,4641.588833612778,0.011852186130375553,215443.4690031884,0.5501297479665144,5.347246052112835,23.972260599576224,300.946403515306,27.59375276629388,2.501066925649309,9.882830652275162,1.9384866875529085,4.6250243441585965,5,0,False,42
permABC-Vanilla,10000.0,0.02553476095199585,100000.0,0.2553476095199585,4.254546993680258,23.9492968572117,239.47831002952702,27.593752766353635,1.4226437561423542,9.912887582639142,1.4427865051080118,4.483214840377033,5,0,False,42
permABC-Vanilla,21544.346900318837,0.055012974796651425,46415.88833612779,0.11852186130375557,3.541446905110378,23.964906381598038,196.04582664347632,27.59375276635572,0.8258740650696191,9.931609102451667,1.0642146294055128,4.391768724891508,5,0,False,42
permABC-Vanilla,46415.88833612777,0.1185218613037555,21544.346900318847,0.05501297479665145,3.0070050144400486,23.999300651073895,167.44370170326903,27.593189424354506,0.4185273997245992,9.991349587144835,0.7372296981602566,4.3594660733683,5,0,False,42
permABC-Vanilla,100000.0,0.2553476095199585,10000.0,0.02553476095199585,2.5785474426987345,23.980283176883702,148.68535920182597,27.593752766417047,0.20586145390620988,10.002417940835086,0.49025648548090484,4.339115752498538,5,0,False,42
permABC-Vanilla,215443.4690031882,0.5501297479665138,4641.588833612783,0.011852186130375563,2.2205572044607527,24.051677553669673,131.52369222968156,27.59375276646802,0.07738867984630965,10.018954380793465,0.2712379839087723,4.328303401622431,5,0,False,42
permABC-Vanilla,464158.8833612778,1.1852186130375553,2154.434690031884,0.005501297479665144,1.9263339247569091,24.062016487621996,120.74306621983209,27.59375276648578,0.03101020807690031,10.033895253117034,0.1242498119232243,4.326557919448864,5,0,False,42
permABC-Vanilla,1000000.0,2.553476095199585,1000.0,0.002553476095199585,1.6849639021873295,24.106970470802693,112.95864245936576,27.593752766510722,0.024957640104145758,10.057768873639022,0.10871907877335654,4.335670173038184,5,0,False,42
ABC-SMC,950.0,0.025124645233154295,4750.0,0.12562322616577148,26.25920050920498,23.93685027041912,4024.372909968153,27.593752766269606,7.254465448940846,9.944928947920758,11.285808397040537,11.405416768873165,5,0,False,42
ABC-SMC,1852.0,0.03699584007263183,9260.0,0.18497920036315918,24.43728193334568,23.936510403845105,3788.7642710640484,27.593752766269528,7.23521858245782,9.942152074470544,10.935117724569919,11.092702277756464,5,0,False,42
ABC-SMC,2708.0,0.04838528633117676,13540.0,0.2419264316558838,22.849778551452847,23.935625943493314,3632.934984543757,27.59375276626919,7.253392687677859,9.944784102619202,10.648284840648532,10.835687016279177,5,0,False,42
ABC-SMC,3521.0,0.05966329574584961,17605.0,0.29831647872924805,21.748377460176304,23.9409135709484,3439.886602151914,27.593752766310224,7.269935390126389,9.937790520148182,10.400775931583095,10.619798832337596,5,0,False,42
ABC-SMC,4293.0,0.07091007232666016,21465.0,0.3545503616333008,21.046610508549755,23.94110172977526,3307.2701316196712,27.59375276633068,7.273708143802507,9.936727740439906,10.188975630911902,10.428485065325663,5,0,False,42
ABC-SMC,5026.0,0.0914036750793457,25130.0,0.4570183753967285,20.623624764249886,23.95522908810768,3182.259139616437,27.593752766352477,7.239533085387452,9.94063372058963,9.989572547876804,10.242439914903398,5,0,False,42
ABC-SMC,5722.0,0.1111560821533203,28610.0,0.5557804107666016,20.01397186790582,23.96598350198246,3049.54257020416,27.593752766373953,7.252276238173513,9.939980145090205,9.796079932631551,10.074893741878428,5,0,False,42
ABC-SMC,6383.0,0.12681951522827148,31915.0,0.6340975761413574,19.567195263441036,23.980828878658446,2986.013786637709,27.59375276639632,7.272483390871305,9.957467608582792,9.614473939048695,9.918259925293485,5,0,False,42
ABC-SMC,7011.0,0.14255228042602539,35055.0,0.712761402130127,19.249167457225592,23.983754886281886,2887.5811690367073,27.593752766396456,7.300496675215757,9.958625204507394,9.427252892564004,9.76340514464524,5,0,False,42
ABC-SMC,7607.0,0.1710448741912842,38035.0,0.8552243709564209,18.89759836437648,23.993751383160884,2780.6468785386105,27.593752766417882,7.403807157578281,9.957075047169225,9.249362302207235,9.604958248355544,5,0,False,42
ABC-SMC,8173.0,0.1833444118499756,40865.0,0.9167220592498779,18.38953044410441,23.992976861438216,2706.362368988087,27.593752766417413,7.390701549798665,9.962681594229712,9.077801135504803,9.463523687598146,5,0,False,42
ABC-SMC,8710.0,0.19511041641235352,43550.0,0.9755520820617676,18.075644510616556,24.005856888442473,2613.87367986761,27.593752766439707,7.297070113189756,9.962757008380297,8.912949403736793,9.304964852650333,5,0,False,42
ABC-SMC,9220.0,0.20660581588745117,46100.0,1.0330290794372559,17.615183030370666,24.002132490811,2517.301253750449,27.593752766439017,7.264031180228284,9.954517423281493,8.753854866264472,9.169069007160825,5,0,False,42
ABC-SMC,17470.08547008547,0.4581418811765492,51100.0,1.3400650024414062,17.364304136428558,23.94873721713315,2372.633165486551,27.59375276641337,7.114743166157228,9.928361368325326,8.52051443602418,8.979450668808546,5,0,False,42
ABC-SMC,16975.683890577508,0.4098860326146645,55850.0,1.348525047302246,16.93722891807776,23.948186985712816,2316.5163268049446,27.59375276641304,7.100230256480051,9.93167248640827,8.373997706070602,8.851855585313569,5,0,False,42
ABC-SMC,17147.727272727272,0.3853857517242432,60360.0,1.356557846069336,16.690055430314942,23.94899541102167,2230.0359366277244,27.593752766412823,7.057224218351893,9.926216990748404,8.226563366883184,8.71856825063619,5,0,False,42
ABC-SMC,17376.34408602151,0.3663770614131805,64640.0,1.3629226684570312,16.335514905324498,23.944376365931426,2162.759664781027,27.593752766412234,7.09366282685171,9.924190485788904,8.0919770411606,8.60103816506822,5,0,False,42
ABC-SMC,17639.281129653402,0.3512520233075946,68705.0,1.368126630783081,16.07109725967049,23.93729787127442,2111.2073810703187,27.59375276641165,7.122745672688275,9.924983606635255,7.950658396022343,8.488668241863563,5,0,False,42
ABC-SMC,18163.9549436796,0.34391930762757644,72565.0,1.373957633972168,15.762421886644857,23.939217421627745,2038.913511444304,27.593752766411626,7.132305368481417,9.921091662293106,7.820765116173118,8.382715660955144,5,0,False,42
ABC-SMC,18660.9547123623,0.3373751295969857,76230.0,1.3781774044036865,15.466582394140968,23.944285898467335,1936.047585779817,27.5937527664127,7.125725467602939,9.905748805446477,7.695809596151179,8.274836554908909,5,0,False,42
ABC-SMC,19138.055222088835,0.33188919488693913,79710.0,1.3823184967041016,15.121815212356937,23.94865911945776,1897.4711426166007,27.593752766412866,7.064046653266672,9.914133656827959,7.575692961590603,8.182267220579321,5,0,False,42
ABC-SMC,19648.52071005917,0.32817597925310305,83015.0,1.3865435123443604,14.836250206914368,23.953283034110854,1858.0994433650794,27.593752766413186,6.998945371607943,9.920259468262357,7.460675362534774,8.0793836136612,5,0,False,42
ABC-SMC,20271.764705882353,0.3272351657643037,86155.0,1.390749454498291,14.639582376738788,23.955279684158945,1810.38867274373,27.593752766413218,7.011178279077024,9.922265179599282,7.3498236561842045,7.990394017514719,5,0,False,42
ABC-SMC,20633.10185185185,0.3229334398552224,89135.0,1.3950724601745605,14.402912512472904,23.96543583797747,1771.6269040505915,27.59375276643441,6.996087870972504,9.927615582230722,7.228097698208029,7.91492104842404,5,0,False,42
ABC-SMC,21141.379310344826,0.32172378452344874,91965.0,1.399498462677002,14.174337474447189,23.965045937662317,1713.6411092101462,27.59375276643461,7.023742135431689,9.919002859512982,7.112883529172109,7.826295736094688,5,0,False,42
ABC-SMC,21486.94665153235,0.318630924289803,94650.0,1.403569221496582,13.994645450895275,23.965797624838313,1669.773285286356,27.593752766434868,6.968178454453255,9.922213494339912,6.995845335666674,7.741739854917029,5,0,False,42
ABC-SMC,22016.987542468858,0.33073916710651613,97205.0,1.4602134227752686,13.675388951104098,23.98634668885778,1650.9084705520884,27.593752766478318,6.960268281200993,9.93949630539576,6.8988902619545796,7.6672476492970265,5,0,False,42
ABC-SMC,36501.78571428571,0.5237220014844621,102205.0,1.4664216041564941,13.51052143168214,23.971094951530933,1612.7929871293204,27.59375276633485,6.797096272652925,9.941101076690456,6.803098809130543,7.5933963432050495,5,0,False,42
ABC-SMC,33739.747634069405,0.46439757482486566,106955.0,1.4721403121948242,13.301351967245814,23.98056622227383,1570.0640116218756,27.59375276635594,6.858594925699753,9.943343610536083,6.711165525825537,7.5160938560283865,5,0,False,42
ABC-SMC,32544.525547445253,0.43145430349085445,111465.0,1.4777309894561768,13.120305078547625,23.979726843710772,1549.6991970631357,27.593752766355195,6.895407838690514,9.95019951918097,6.614539956365739,7.447437610135441,5,0,False,42
ABC-SMC,31929.655172413793,0.4091326614906048,115745.0,1.4831058979034424,12.962198208475849,23.97387409813731,1517.8733887043445,27.593752766354648,6.8627257805880175,9.949776963373788,6.518327857176781,7.372776203624734,5,0,False,42
ABC-SMC,31613.456464379946,0.407567753955368,119815.0,1.5446817874908447,12.817976167329421,23.980356146776035,1495.00052796124,27.59375276637545,6.829625631916082,9.95942903307716,6.427426753922911,7.309977217339335,5,0,False,42
ABC-SMC,31153.6523929471,0.4036418136481374,123680.0,1.6024580001831055,12.62906132033806,23.970567841968148,1454.7013812600503,27.59375276637436,6.763797103465718,9.952408325908578,6.338636326138081,7.233550615444269,5,0,False,42
ABC-SMC,31405.67200986436,0.4097428186607125,127350.0,1.6615071296691895,12.52717867272972,23.968776414233478,1426.4649406421277,27.593752766373733,6.721740211731576,9.953467169598298,6.242457640911852,7.167224707513563,5,0,False,42
ABC-SMC,31679.17675544794,0.41671988461843124,130835.0,1.721053123474121,12.37422265765517,23.960790858216548,1388.2434051657256,27.593752766373015,6.712413721767999,9.948176886824307,6.1516762458365095,7.104261494686747,5,0,False,42
ABC-SMC,32130.538922155687,0.4263691131226317,134145.0,1.7800910472869873,12.181002989406021,23.96173583874547,1355.004488247274,27.593752766372766,6.71746465190657,9.949188917603076,6.061506987672365,7.038582646094837,5,0,False,42
ABC-SMC,32531.990521327018,0.4229421864188678,137285.0,1.784816026687622,12.029042718009832,23.97252915976412,1311.2714570193616,27.593752766373463,6.732314474328938,9.945791184716922,5.976024105919187,6.976774721410258,5,0,False,42
ABC-SMC,32926.05633802817,0.4200664484444918,140265.0,1.7894830703735352,11.86239626194629,23.97144758770887,1283.4068894031034,27.593752766372955,6.701570385032587,9.947235967864497,5.882503826233991,6.908625131360542,5,0,False,42
ABC-SMC,33511.70960187353,0.42011687571326795,143095.0,1.7938990592956543,11.71965566837925,23.98323778356778,1251.688647300341,27.593752766373484,6.679311196985078,9.953820759747723,5.7929723850568315,6.852211147770259,5,0,False,42
ABC-SMC,33902.325581395344,0.4181753202926281,145780.0,1.7981538772583008,11.513971456059256,23.973352462320523,1221.0290719413038,27.593752766372674,6.640065764573881,9.949171518283029,5.705277134768422,6.783645225919698,5,0,False,42
ABC-SMC,34455.28455284553,0.4186345032837056,148330.0,1.8022215366363525,11.367611303547282,23.987311863489264,1198.7090135606534,27.59375276637381,6.644054374918049,9.95994044498508,5.623452498620889,6.730413598761051,5,0,False,42
ABC-SMC,55353.7906137184,0.6528421429520478,153330.0,1.8083727359771729,11.244974480170496,23.97990545633725,1184.1789506112768,27.593752766377893,6.4433308649076935,9.96416566575942,5.5462192388717835,6.674539999194844,5,0,False,42
ABC-SMC,49867.507886435335,0.5720974142995165,158080.0,1.8135488033294678,11.08911586273462,23.982346191029073,1164.7273283949094,27.593752766398893,6.381534643397908,9.969145210596361,5.470416183738246,6.627743760439703,5,0,False,42
